rgn_id,year,taxa_code,sust_coeff
1874,2012,European flat oyster_1058,0.83
1874,2012,Finfishes nei_1059,0.444010417
1874,2012,Great Atlantic scallop_1060,0.811764706
1874,2012,Marine crustaceans nei_1061,0.3
1874,2012,Pacific cupped oyster_1062,0.73
1874,2012,Rainbow trout_1063,0.566666667
1874,2012,Scallops nei_1064,0.833333333
1902,2012,Arctic char_1052,0.533333333
1902,2012,Atlantic cod_1053,0.17
1902,2012,Atlantic halibut_1054,0.533333333
1902,2012,Atlantic salmon_1055,0.23
1902,2012,Blue mussel_1056,0.93
1902,2012,Chars nei_1057,0.444010417
1902,2012,European flat oyster_1058,0.83
1902,2012,Finfishes nei_1059,0.444010417
1902,2012,Great Atlantic scallop_1060,0.811764706
1902,2012,Marine crustaceans nei_1061,0.3
1902,2012,Pacific cupped oyster_1062,0.73
1902,2012,Rainbow trout_1063,0.566666667
1902,2012,Scallops nei_1064,0.833333333
1903,2012,Arctic char_1052,0.533333333
1903,2012,Atlantic cod_1053,0.17
1903,2012,Atlantic halibut_1054,0.533333333
1903,2012,Atlantic salmon_1055,0.23
1903,2012,Blue mussel_1056,0.93
1903,2012,Chars nei_1057,0.444010417
1903,2012,European flat oyster_1058,0.83
1903,2012,Finfishes nei_1059,0.444010417
1903,2012,Great Atlantic scallop_1060,0.811764706
1903,2012,Marine crustaceans nei_1061,0.3
1903,2012,Pacific cupped oyster_1062,0.73
1903,2012,Rainbow trout_1063,0.566666667
1903,2012,Scallops nei_1064,0.833333333
1911,2012,Arctic char_1052,0.533333333
1911,2012,Atlantic cod_1053,0.17
1911,2012,Atlantic halibut_1054,0.533333333
1911,2012,Atlantic salmon_1055,0.23
1911,2012,Blue mussel_1056,0.93
1911,2012,Chars nei_1057,0.444010417
1911,2012,European flat oyster_1058,0.83
1911,2012,Finfishes nei_1059,0.444010417
1911,2012,Great Atlantic scallop_1060,0.811764706
1911,2012,Marine crustaceans nei_1061,0.3
1911,2012,Pacific cupped oyster_1062,0.73
1911,2012,Rainbow trout_1063,0.566666667
1911,2012,Scallops nei_1064,0.833333333
1913,2012,Arctic char_1052,0.533333333
1913,2012,Atlantic cod_1053,0.17
1913,2012,Atlantic halibut_1054,0.533333333
1913,2012,Atlantic salmon_1055,0.23
1913,2012,Blue mussel_1056,0.93
1913,2012,Chars nei_1057,0.444010417
1913,2012,European flat oyster_1058,0.83
1913,2012,Finfishes nei_1059,0.444010417
1913,2012,Great Atlantic scallop_1060,0.811764706
1913,2012,Marine crustaceans nei_1061,0.3
1913,2012,Pacific cupped oyster_1062,0.73
1913,2012,Rainbow trout_1063,0.566666667
1913,2012,Scallops nei_1064,0.833333333
1917,2012,Arctic char_1052,0.533333333
1917,2012,Atlantic cod_1053,0.17
1917,2012,Atlantic halibut_1054,0.533333333
1917,2012,Atlantic salmon_1055,0.23
1917,2012,Blue mussel_1056,0.93
1917,2012,Chars nei_1057,0.444010417
1917,2012,European flat oyster_1058,0.83
1917,2012,Finfishes nei_1059,0.444010417
1917,2012,Great Atlantic scallop_1060,0.811764706
1917,2012,Marine crustaceans nei_1061,0.3
1917,2012,Pacific cupped oyster_1062,0.73
1917,2012,Rainbow trout_1063,0.566666667
1917,2012,Scallops nei_1064,0.833333333
1919,2012,Arctic char_1052,0.533333333
1919,2012,Atlantic cod_1053,0.17
1919,2012,Atlantic halibut_1054,0.533333333
1919,2012,Atlantic salmon_1055,0.23
1919,2012,Blue mussel_1056,0.93
1919,2012,Chars nei_1057,0.444010417
1919,2012,European flat oyster_1058,0.83
1919,2012,Finfishes nei_1059,0.444010417
1919,2012,Great Atlantic scallop_1060,0.811764706
1919,2012,Marine crustaceans nei_1061,0.3
1919,2012,Pacific cupped oyster_1062,0.73
1919,2012,Rainbow trout_1063,0.566666667
1919,2012,Scallops nei_1064,0.833333333
1920,2012,Arctic char_1052,0.533333333
1920,2012,Atlantic cod_1053,0.17
1920,2012,Atlantic halibut_1054,0.533333333
1920,2012,Atlantic salmon_1055,0.23
1920,2012,Blue mussel_1056,0.93
1920,2012,Chars nei_1057,0.444010417
1920,2012,European flat oyster_1058,0.83
1920,2012,Finfishes nei_1059,0.444010417
1920,2012,Great Atlantic scallop_1060,0.811764706
1920,2012,Marine crustaceans nei_1061,0.3
1920,2012,Pacific cupped oyster_1062,0.73
1920,2012,Rainbow trout_1063,0.566666667
1920,2012,Scallops nei_1064,0.833333333
1923,2012,Arctic char_1052,0.533333333
1923,2012,Atlantic cod_1053,0.17
1923,2012,Atlantic halibut_1054,0.533333333
1923,2012,Atlantic salmon_1055,0.23
1923,2012,Blue mussel_1056,0.93
1923,2012,Chars nei_1057,0.444010417
1923,2012,European flat oyster_1058,0.83
1923,2012,Finfishes nei_1059,0.444010417
1923,2012,Great Atlantic scallop_1060,0.811764706
1923,2012,Marine crustaceans nei_1061,0.3
1923,2012,Pacific cupped oyster_1062,0.73
1923,2012,Rainbow trout_1063,0.566666667
1923,2012,Scallops nei_1064,0.833333333
1924,2012,Arctic char_1052,0.533333333
1924,2012,Atlantic cod_1053,0.17
1924,2012,Atlantic halibut_1054,0.533333333
1924,2012,Atlantic salmon_1055,0.23
1924,2012,Blue mussel_1056,0.93
1924,2012,Chars nei_1057,0.444010417
1924,2012,European flat oyster_1058,0.83
1924,2012,Finfishes nei_1059,0.444010417
1924,2012,Great Atlantic scallop_1060,0.811764706
1924,2012,Marine crustaceans nei_1061,0.3
1924,2012,Pacific cupped oyster_1062,0.73
1924,2012,Rainbow trout_1063,0.566666667
1924,2012,Scallops nei_1064,0.833333333
1925,2012,Arctic char_1052,0.533333333
1925,2012,Atlantic cod_1053,0.17
1925,2012,Atlantic halibut_1054,0.533333333
1925,2012,Atlantic salmon_1055,0.23
1925,2012,Blue mussel_1056,0.93
1925,2012,Chars nei_1057,0.444010417
1925,2012,European flat oyster_1058,0.83
1925,2012,Finfishes nei_1059,0.444010417
1925,2012,Great Atlantic scallop_1060,0.811764706
1925,2012,Marine crustaceans nei_1061,0.3
1925,2012,Pacific cupped oyster_1062,0.73
1925,2012,Rainbow trout_1063,0.566666667
1925,2012,Scallops nei_1064,0.833333333
1926,2012,Arctic char_1052,0.533333333
1926,2012,Atlantic cod_1053,0.17
1926,2012,Atlantic halibut_1054,0.533333333
1926,2012,Atlantic salmon_1055,0.23
1926,2012,Blue mussel_1056,0.93
1926,2012,Chars nei_1057,0.444010417
1926,2012,European flat oyster_1058,0.83
1926,2012,Finfishes nei_1059,0.444010417
1926,2012,Great Atlantic scallop_1060,0.811764706
1926,2012,Marine crustaceans nei_1061,0.3
1926,2012,Pacific cupped oyster_1062,0.73
1926,2012,Rainbow trout_1063,0.566666667
1926,2012,Scallops nei_1064,0.833333333
1927,2012,Arctic char_1052,0.533333333
1927,2012,Atlantic cod_1053,0.17
1927,2012,Atlantic halibut_1054,0.533333333
1927,2012,Atlantic salmon_1055,0.23
1927,2012,Blue mussel_1056,0.93
1927,2012,Chars nei_1057,0.444010417
1927,2012,European flat oyster_1058,0.83
1927,2012,Finfishes nei_1059,0.444010417
1927,2012,Great Atlantic scallop_1060,0.811764706
1927,2012,Marine crustaceans nei_1061,0.3
1927,2012,Pacific cupped oyster_1062,0.73
1927,2012,Rainbow trout_1063,0.566666667
1927,2012,Scallops nei_1064,0.833333333
1928,2012,Arctic char_1052,0.533333333
1928,2012,Atlantic cod_1053,0.17
1928,2012,Atlantic halibut_1054,0.533333333
1928,2012,Atlantic salmon_1055,0.23
1928,2012,Blue mussel_1056,0.93
1928,2012,Chars nei_1057,0.444010417
1928,2012,European flat oyster_1058,0.83
1928,2012,Finfishes nei_1059,0.444010417
1928,2012,Great Atlantic scallop_1060,0.811764706
1928,2012,Marine crustaceans nei_1061,0.3
1928,2012,Pacific cupped oyster_1062,0.73
1928,2012,Rainbow trout_1063,0.566666667
1928,2012,Scallops nei_1064,0.833333333
1929,2012,Arctic char_1052,0.533333333
1929,2012,Atlantic cod_1053,0.17
1929,2012,Atlantic halibut_1054,0.533333333
1929,2012,Atlantic salmon_1055,0.23
1929,2012,Blue mussel_1056,0.93
1929,2012,Chars nei_1057,0.444010417
1929,2012,European flat oyster_1058,0.83
1929,2012,Finfishes nei_1059,0.444010417
1929,2012,Great Atlantic scallop_1060,0.811764706
1929,2012,Marine crustaceans nei_1061,0.3
1929,2012,Pacific cupped oyster_1062,0.73
1929,2012,Rainbow trout_1063,0.566666667
1929,2012,Scallops nei_1064,0.833333333
1931,2012,Arctic char_1052,0.533333333
1931,2012,Atlantic cod_1053,0.17
1931,2012,Atlantic halibut_1054,0.533333333
1931,2012,Atlantic salmon_1055,0.23
1931,2012,Blue mussel_1056,0.93
1931,2012,Chars nei_1057,0.444010417
1931,2012,European flat oyster_1058,0.83
1931,2012,Finfishes nei_1059,0.444010417
1931,2012,Great Atlantic scallop_1060,0.811764706
1931,2012,Marine crustaceans nei_1061,0.3
1931,2012,Pacific cupped oyster_1062,0.73
1931,2012,Rainbow trout_1063,0.566666667
1931,2012,Scallops nei_1064,0.833333333
1933,2012,Arctic char_1052,0.533333333
1933,2012,Atlantic cod_1053,0.17
1933,2012,Atlantic halibut_1054,0.533333333
1933,2012,Atlantic salmon_1055,0.23
1933,2012,Blue mussel_1056,0.93
1933,2012,Chars nei_1057,0.444010417
1933,2012,European flat oyster_1058,0.83
1933,2012,Finfishes nei_1059,0.444010417
1933,2012,Great Atlantic scallop_1060,0.811764706
1933,2012,Marine crustaceans nei_1061,0.3
1933,2012,Pacific cupped oyster_1062,0.73
1933,2012,Rainbow trout_1063,0.566666667
1933,2012,Scallops nei_1064,0.833333333
1936,2012,Arctic char_1052,0.533333333
1936,2012,Atlantic cod_1053,0.17
1936,2012,Atlantic halibut_1054,0.533333333
1936,2012,Atlantic salmon_1055,0.23
1936,2012,Blue mussel_1056,0.93
1936,2012,Chars nei_1057,0.444010417
1936,2012,European flat oyster_1058,0.83
1936,2012,Finfishes nei_1059,0.444010417
1936,2012,Great Atlantic scallop_1060,0.811764706
1936,2012,Marine crustaceans nei_1061,0.3
1936,2012,Pacific cupped oyster_1062,0.73
1936,2012,Rainbow trout_1063,0.566666667
1936,2012,Scallops nei_1064,0.833333333
1938,2012,Arctic char_1052,0.533333333
1938,2012,Atlantic cod_1053,0.17
1938,2012,Atlantic halibut_1054,0.533333333
1938,2012,Atlantic salmon_1055,0.23
1938,2012,Blue mussel_1056,0.93
1938,2012,Chars nei_1057,0.444010417
1938,2012,European flat oyster_1058,0.83
1938,2012,Finfishes nei_1059,0.444010417
1938,2012,Great Atlantic scallop_1060,0.811764706
1938,2012,Marine crustaceans nei_1061,0.3
1938,2012,Pacific cupped oyster_1062,0.73
1938,2012,Rainbow trout_1063,0.566666667
1938,2012,Scallops nei_1064,0.833333333
1939,2012,Arctic char_1052,0.533333333
1939,2012,Atlantic cod_1053,0.17
1939,2012,Atlantic halibut_1054,0.533333333
1939,2012,Atlantic salmon_1055,0.23
1939,2012,Blue mussel_1056,0.93
1939,2012,Chars nei_1057,0.444010417
1939,2012,European flat oyster_1058,0.83
1939,2012,Finfishes nei_1059,0.444010417
1939,2012,Great Atlantic scallop_1060,0.811764706
1939,2012,Marine crustaceans nei_1061,0.3
1939,2012,Pacific cupped oyster_1062,0.73
1939,2012,Rainbow trout_1063,0.566666667
1939,2012,Scallops nei_1064,0.833333333
1940,2012,Arctic char_1052,0.533333333
1940,2012,Atlantic cod_1053,0.17
1940,2012,Atlantic halibut_1054,0.533333333
1940,2012,Atlantic salmon_1055,0.23
1940,2012,Blue mussel_1056,0.93
1940,2012,Chars nei_1057,0.444010417
1940,2012,European flat oyster_1058,0.83
1940,2012,Finfishes nei_1059,0.444010417
1940,2012,Great Atlantic scallop_1060,0.811764706
1940,2012,Marine crustaceans nei_1061,0.3
1940,2012,Pacific cupped oyster_1062,0.73
1940,2012,Rainbow trout_1063,0.566666667
1940,2012,Scallops nei_1064,0.833333333
1941,2012,Arctic char_1052,0.533333333
1941,2012,Atlantic cod_1053,0.17
1941,2012,Atlantic halibut_1054,0.533333333
1941,2012,Atlantic salmon_1055,0.23
1941,2012,Blue mussel_1056,0.93
1941,2012,Chars nei_1057,0.444010417
1941,2012,European flat oyster_1058,0.83
1941,2012,Finfishes nei_1059,0.444010417
1941,2012,Great Atlantic scallop_1060,0.811764706
1941,2012,Marine crustaceans nei_1061,0.3
1941,2012,Pacific cupped oyster_1062,0.73
1941,2012,Rainbow trout_1063,0.566666667
1941,2012,Scallops nei_1064,0.833333333
1942,2012,Arctic char_1052,0.533333333
1942,2012,Atlantic cod_1053,0.17
1942,2012,Atlantic halibut_1054,0.533333333
1942,2012,Atlantic salmon_1055,0.23
1942,2012,Blue mussel_1056,0.93
1942,2012,Chars nei_1057,0.444010417
1942,2012,European flat oyster_1058,0.83
1942,2012,Finfishes nei_1059,0.444010417
1942,2012,Great Atlantic scallop_1060,0.811764706
1942,2012,Marine crustaceans nei_1061,0.3
1942,2012,Pacific cupped oyster_1062,0.73
1942,2012,Rainbow trout_1063,0.566666667
1942,2012,Scallops nei_1064,0.833333333
1943,2012,Arctic char_1052,0.533333333
1943,2012,Atlantic cod_1053,0.17
1943,2012,Atlantic halibut_1054,0.533333333
1943,2012,Atlantic salmon_1055,0.23
1943,2012,Blue mussel_1056,0.93
1943,2012,Chars nei_1057,0.444010417
1943,2012,European flat oyster_1058,0.83
1943,2012,Finfishes nei_1059,0.444010417
1943,2012,Great Atlantic scallop_1060,0.811764706
1943,2012,Marine crustaceans nei_1061,0.3
1943,2012,Pacific cupped oyster_1062,0.73
1943,2012,Rainbow trout_1063,0.566666667
1943,2012,Scallops nei_1064,0.833333333
2002,2012,Arctic char_1052,0.533333333
2002,2012,Atlantic cod_1053,0.17
2002,2012,Atlantic halibut_1054,0.533333333
2002,2012,Atlantic salmon_1055,0.23
2002,2012,Blue mussel_1056,0.93
2002,2012,Chars nei_1057,0.444010417
2002,2012,European flat oyster_1058,0.83
2002,2012,Finfishes nei_1059,0.444010417
2002,2012,Great Atlantic scallop_1060,0.811764706
2002,2012,Marine crustaceans nei_1061,0.3
2002,2012,Pacific cupped oyster_1062,0.73
2002,2012,Rainbow trout_1063,0.566666667
2002,2012,Scallops nei_1064,0.833333333
2003,2012,Arctic char_1052,0.533333333
2003,2012,Atlantic cod_1053,0.17
2003,2012,Atlantic halibut_1054,0.533333333
2003,2012,Atlantic salmon_1055,0.23
2003,2012,Blue mussel_1056,0.93
2003,2012,Chars nei_1057,0.444010417
2003,2012,European flat oyster_1058,0.83
2003,2012,Finfishes nei_1059,0.444010417
2003,2012,Great Atlantic scallop_1060,0.811764706
2003,2012,Marine crustaceans nei_1061,0.3
2003,2012,Pacific cupped oyster_1062,0.73
2003,2012,Rainbow trout_1063,0.566666667
2003,2012,Scallops nei_1064,0.833333333
2004,2012,Arctic char_1052,0.533333333
2004,2012,Atlantic cod_1053,0.17
2004,2012,Atlantic halibut_1054,0.533333333
2004,2012,Atlantic salmon_1055,0.23
2004,2012,Blue mussel_1056,0.93
2004,2012,Chars nei_1057,0.444010417
2004,2012,European flat oyster_1058,0.83
2004,2012,Finfishes nei_1059,0.444010417
2004,2012,Great Atlantic scallop_1060,0.811764706
2004,2012,Marine crustaceans nei_1061,0.3
2004,2012,Pacific cupped oyster_1062,0.73
2004,2012,Rainbow trout_1063,0.566666667
2004,2012,Scallops nei_1064,0.833333333
2012,2012,Arctic char_1052,0.533333333
2012,2012,Atlantic cod_1053,0.17
2012,2012,Atlantic halibut_1054,0.533333333
2012,2012,Atlantic salmon_1055,0.23
2012,2012,Blue mussel_1056,0.93
2012,2012,Chars nei_1057,0.444010417
2012,2012,European flat oyster_1058,0.83
2012,2012,Finfishes nei_1059,0.444010417
2012,2012,Great Atlantic scallop_1060,0.811764706
2012,2012,Marine crustaceans nei_1061,0.3
2012,2012,Pacific cupped oyster_1062,0.73
2012,2012,Rainbow trout_1063,0.566666667
2012,2012,Scallops nei_1064,0.833333333
2014,2012,Arctic char_1052,0.533333333
2014,2012,Atlantic cod_1053,0.17
2014,2012,Atlantic halibut_1054,0.533333333
2014,2012,Atlantic salmon_1055,0.23
2014,2012,Blue mussel_1056,0.93
2014,2012,Chars nei_1057,0.444010417
2014,2012,European flat oyster_1058,0.83
2014,2012,Finfishes nei_1059,0.444010417
2014,2012,Great Atlantic scallop_1060,0.811764706
2014,2012,Marine crustaceans nei_1061,0.3
2014,2012,Pacific cupped oyster_1062,0.73
2014,2012,Rainbow trout_1063,0.566666667
2014,2012,Scallops nei_1064,0.833333333
2015,2012,Arctic char_1052,0.533333333
2015,2012,Atlantic cod_1053,0.17
2015,2012,Atlantic halibut_1054,0.533333333
2015,2012,Atlantic salmon_1055,0.23
2015,2012,Blue mussel_1056,0.93
2015,2012,Chars nei_1057,0.444010417
2015,2012,European flat oyster_1058,0.83
2015,2012,Finfishes nei_1059,0.444010417
2015,2012,Great Atlantic scallop_1060,0.811764706
2015,2012,Marine crustaceans nei_1061,0.3
2015,2012,Pacific cupped oyster_1062,0.73
2015,2012,Rainbow trout_1063,0.566666667
2015,2012,Scallops nei_1064,0.833333333
2017,2012,Arctic char_1052,0.533333333
2017,2012,Atlantic cod_1053,0.17
2017,2012,Atlantic halibut_1054,0.533333333
2017,2012,Atlantic salmon_1055,0.23
2017,2012,Blue mussel_1056,0.93
2017,2012,Chars nei_1057,0.444010417
2017,2012,European flat oyster_1058,0.83
2017,2012,Finfishes nei_1059,0.444010417
2017,2012,Great Atlantic scallop_1060,0.811764706
2017,2012,Marine crustaceans nei_1061,0.3
2017,2012,Pacific cupped oyster_1062,0.73
2017,2012,Rainbow trout_1063,0.566666667
2017,2012,Scallops nei_1064,0.833333333
2018,2012,Arctic char_1052,0.533333333
2018,2012,Atlantic cod_1053,0.17
2018,2012,Atlantic halibut_1054,0.533333333
2018,2012,Atlantic salmon_1055,0.23
2018,2012,Blue mussel_1056,0.93
2018,2012,Chars nei_1057,0.444010417
2018,2012,European flat oyster_1058,0.83
2018,2012,Finfishes nei_1059,0.444010417
2018,2012,Great Atlantic scallop_1060,0.811764706
2018,2012,Marine crustaceans nei_1061,0.3
2018,2012,Pacific cupped oyster_1062,0.73
2018,2012,Rainbow trout_1063,0.566666667
2018,2012,Scallops nei_1064,0.833333333
2019,2012,Arctic char_1052,0.533333333
2019,2012,Atlantic cod_1053,0.17
2019,2012,Atlantic halibut_1054,0.533333333
2019,2012,Atlantic salmon_1055,0.23
2019,2012,Blue mussel_1056,0.93
2019,2012,Chars nei_1057,0.444010417
2019,2012,European flat oyster_1058,0.83
2019,2012,Finfishes nei_1059,0.444010417
2019,2012,Great Atlantic scallop_1060,0.811764706
2019,2012,Marine crustaceans nei_1061,0.3
2019,2012,Pacific cupped oyster_1062,0.73
2019,2012,Rainbow trout_1063,0.566666667
2019,2012,Scallops nei_1064,0.833333333
2020,2012,Arctic char_1052,0.533333333
2020,2012,Atlantic cod_1053,0.17
2020,2012,Atlantic halibut_1054,0.533333333
2020,2012,Atlantic salmon_1055,0.23
2020,2012,Blue mussel_1056,0.93
2020,2012,Chars nei_1057,0.444010417
2020,2012,European flat oyster_1058,0.83
2020,2012,Finfishes nei_1059,0.444010417
2020,2012,Great Atlantic scallop_1060,0.811764706
2020,2012,Marine crustaceans nei_1061,0.3
2020,2012,Pacific cupped oyster_1062,0.73
2020,2012,Rainbow trout_1063,0.566666667
2020,2012,Scallops nei_1064,0.833333333
2022,2012,Arctic char_1052,0.533333333
2022,2012,Atlantic cod_1053,0.17
2022,2012,Atlantic halibut_1054,0.533333333
2022,2012,Atlantic salmon_1055,0.23
2022,2012,Blue mussel_1056,0.93
2022,2012,Chars nei_1057,0.444010417
2022,2012,European flat oyster_1058,0.83
2022,2012,Finfishes nei_1059,0.444010417
2022,2012,Great Atlantic scallop_1060,0.811764706
2022,2012,Marine crustaceans nei_1061,0.3
2022,2012,Pacific cupped oyster_1062,0.73
2022,2012,Rainbow trout_1063,0.566666667
2022,2012,Scallops nei_1064,0.833333333
2023,2012,Arctic char_1052,0.533333333
2023,2012,Atlantic cod_1053,0.17
2023,2012,Atlantic halibut_1054,0.533333333
2023,2012,Atlantic salmon_1055,0.23
2023,2012,Blue mussel_1056,0.93
2023,2012,Chars nei_1057,0.444010417
2023,2012,European flat oyster_1058,0.83
2023,2012,Finfishes nei_1059,0.444010417
2023,2012,Great Atlantic scallop_1060,0.811764706
2023,2012,Marine crustaceans nei_1061,0.3
2023,2012,Pacific cupped oyster_1062,0.73
2023,2012,Rainbow trout_1063,0.566666667
2023,2012,Scallops nei_1064,0.833333333
2024,2012,Arctic char_1052,0.533333333
2024,2012,Atlantic cod_1053,0.17
2024,2012,Atlantic halibut_1054,0.533333333
2024,2012,Atlantic salmon_1055,0.23
2024,2012,Blue mussel_1056,0.93
2024,2012,Chars nei_1057,0.444010417
2024,2012,European flat oyster_1058,0.83
2024,2012,Finfishes nei_1059,0.444010417
2024,2012,Great Atlantic scallop_1060,0.811764706
2024,2012,Marine crustaceans nei_1061,0.3
2024,2012,Pacific cupped oyster_1062,0.73
2024,2012,Rainbow trout_1063,0.566666667
2024,2012,Scallops nei_1064,0.833333333
2025,2012,Arctic char_1052,0.533333333
2025,2012,Atlantic cod_1053,0.17
2025,2012,Atlantic halibut_1054,0.533333333
2025,2012,Atlantic salmon_1055,0.23
2025,2012,Blue mussel_1056,0.93
2025,2012,Chars nei_1057,0.444010417
2025,2012,European flat oyster_1058,0.83
2025,2012,Finfishes nei_1059,0.444010417
2025,2012,Great Atlantic scallop_1060,0.811764706
2025,2012,Marine crustaceans nei_1061,0.3
2025,2012,Pacific cupped oyster_1062,0.73
2025,2012,Rainbow trout_1063,0.566666667
2025,2012,Scallops nei_1064,0.833333333
2027,2012,Arctic char_1052,0.533333333
2027,2012,Atlantic cod_1053,0.17
2027,2012,Atlantic halibut_1054,0.533333333
2027,2012,Atlantic salmon_1055,0.23
2027,2012,Blue mussel_1056,0.93
2027,2012,Chars nei_1057,0.444010417
2027,2012,European flat oyster_1058,0.83
2027,2012,Finfishes nei_1059,0.444010417
2027,2012,Great Atlantic scallop_1060,0.811764706
2027,2012,Marine crustaceans nei_1061,0.3
2027,2012,Pacific cupped oyster_1062,0.73
2027,2012,Rainbow trout_1063,0.566666667
2027,2012,Scallops nei_1064,0.833333333
2028,2012,Arctic char_1052,0.533333333
2028,2012,Atlantic cod_1053,0.17
2028,2012,Atlantic halibut_1054,0.533333333
2028,2012,Atlantic salmon_1055,0.23
2028,2012,Blue mussel_1056,0.93
2028,2012,Chars nei_1057,0.444010417
2028,2012,European flat oyster_1058,0.83
2028,2012,Finfishes nei_1059,0.444010417
2028,2012,Great Atlantic scallop_1060,0.811764706
2028,2012,Marine crustaceans nei_1061,0.3
2028,2012,Pacific cupped oyster_1062,0.73
2028,2012,Rainbow trout_1063,0.566666667
2028,2012,Scallops nei_1064,0.833333333
2030,2012,Arctic char_1052,0.533333333
2030,2012,Atlantic cod_1053,0.17
2030,2012,Atlantic halibut_1054,0.533333333
2030,2012,Atlantic salmon_1055,0.23
2030,2012,Blue mussel_1056,0.93
2030,2012,Chars nei_1057,0.444010417
2030,2012,European flat oyster_1058,0.83
2030,2012,Finfishes nei_1059,0.444010417
2030,2012,Great Atlantic scallop_1060,0.811764706
2030,2012,Marine crustaceans nei_1061,0.3
2030,2012,Pacific cupped oyster_1062,0.73
2030,2012,Rainbow trout_1063,0.566666667
2030,2012,Scallops nei_1064,0.833333333
